Fist Last Nickname HT WT Reach Stance W L D Belt
Wilson Reis NA 64 125  65.0 Southpaw 21 6 0 NA
Ben Reiter The_Hunter 75 185  NA NA 16 1 1 NA
Goran Reljic NA 75 205  81.0 Southpaw 9 3 0 NA
Leigh Remedios Bulldog 67 155  NA Orthodox 17 9 2 NA
Marion Reneau The_Belizean_Bruiser 66 135  68.0 Orthodox 7 3 0 NA
John Renken The_Saint 72 190  NA Orthodox 19 28 3 NA
Herman Renting NA 72 215  NA Switch 1 3 0 NA
Polo Reyes El_Toro 71 155  71.0 NA 8 3 0 NA
Gaston Reyno Tonga 72 145  NA NA 4 0 0 NA
Johnny Rhodes NA 72 210  NA Orthodox 2 1 0 NA
Mike Rhodes Biggie 73 170  74.0 Orthodox 6 4 0 NA
Vitor Ribeiro Shaolin 68 154  NA Orthodox 20 5 0 NA
Will Ribeiro NA 68 135  NA Orthodox 10 2 0 NA
Mike Ricci The_Martian 72 155  77.0 Southpaw 9 4 0 NA
Alessandro Ricci NA 71 155  69.0 Orthodox 10 4 0 NA
Matt Ricehouse NA NA 155  NA NA 5 1 0 NA
John Richard NA NA 205  NA NA 3 3 0 NA
Rex Richards NA 77 265  NA NA 7 2 0 NA
Mike Richman The_Marine 68 135  NA NA 18 6 0 NA
Dave Rickels The_Caveman 71 155  NA NA 16 4 0 NA
Matthew Riddle Deep_Waters 73 170  74.0 Southpaw 7 3 0 NA
Joe Riggs Diesel 72 185  70.0 Southpaw 41 17 0 NA
Jeremiah Riggs NA 72 185  NA NA 7 5 0 NA
Aaron Riley NA 68 155  69.0 Southpaw 29 14 1 NA
Jason Riley The_Juggernaut 78 245  NA NA 9 6 0 NA
Moise Rimbon Swamp 70 205  NA Orthodox 18 9 3 NA
Jordan Rinaldi All_Day 70 155  72.0 Orthodox 12 5 0 NA
Nick Ring The_Promise 72 185  74.0 Southpaw 13 3 0 NA
Mike Rio The_Wolverine 70 155  71.0 Orthodox 9 4 0 NA
Albert Rios NA 68 145  NA NA 13 6 0 NA
Rafael Rios NA NA 150  NA NA 3 2 0 NA
Maria Rios NA 65 125  NA NA 2 3 0 NA
Shannon Ritch The_Cannon 69 190  NA Orthodox 47 74 0 NA
Diego Rivas Pitbull 68 145  69.0 Orthodox 7 0 0 NA
Jorge Rivera El_Conquistador 73 185  73.0 Orthodox 19 9 0 NA
Dante Rivera NA 73 185  NA Southpaw 15 6 0 NA
Mario Rivera NA NA NA NA NA 6 6 0 NA
Francisco Rivera Cisco 68 135  68.0 Orthodox 11 7 0 NA
Jonathan Rivera NA NA 155  NA NA 4 1 0 NA
Jimmie Rivera El_Terror 64 135  68.0 Orthodox 20 1 0 NA
Nicdali Rivera-Calanoc The_Night_Queen 63 105  NA NA 8 8 0 NA
Pedro Rizzo The_Rock 73 241  NA Orthodox 19 10 0 NA
Justin Robbins NA 65 135  NA NA 12 10 1 NA
Andre Roberts The_Chief 74 345  NA Orthodox 14 2 1 NA
David Roberts NA 73 170  NA Orthodox 5 8 0 NA
Joey Roberts NA 74 200  NA NA 4 3 0 NA
Tyrone Roberts Native_Warrior 69 185  NA Orthodox 39 10 1 NA
Ryan Roberts NA 66 155  NA Orthodox 16 10 1 NA
Taylor Roberts NA 71 170  NA NA 3 7 0 NA
Daniel Roberts Ninja 70 170  74.0 Southpaw 12 4 0 NA
Buddy Roberts NA 74 185  NA Orthodox 12 3 0 NA
Danny Roberts Hot_Chocolate 73 170  74.0 Southpaw 13 2 0 NA
Kenny Robertson NA 70 170  74.0 Orthodox 15 5 0 NA
Chad Robichaux Robo 64 135  NA NA 11 2 0 NA
Mark Robinson White_Rhino 72 265  NA Orthodox 1 0 0 NA
Colin Robinson Big_C 76 243  NA Orthodox 9 10 0 NA
Alvin Robinson NA 69 155  68.0 Southpaw 12 6 0 NA
Vagner Rocha Ceara 70 155  73.0 Orthodox 11 4 0 NA
Carlos Eduardo Rocha Ta_Danado 70 170  70.0 Orthodox 9 2 0 NA
Keith Rockel Rock 72 185  NA Orthodox 12 4 1 NA
Luke Rockhold NA 75 185  77.0 Southpaw 15 3 0 NA
Kevin Roddy K-Rod 71 145  NA NA 10 13 1 NA
Bruno Korea Korea 66 135  65.0 NA 4 2 0 NA
Paul Rodriguez NA 67 155  NA Orthodox 10 8 2 NA
Ricco Rodriguez Suave 76 265  NA Orthodox 47 13 0 NA
Manuel Rodriguez Chalate 69 170  68.0 Orthodox 10 4 0 NA
Yair Rodriguez El_Pantera 71 145  71.0 NA 9 1 0 NA
Marcos Rogerio de Lima Pezao 73 205  75.0 Orthodox 14 5 1 NA
Brett Rogers The_Grim 77 265  81.0 Orthodox 11 4 0 NA
Brian Rogers The_Professional_Predator 71 185  NA NA 11 8 0 NA
Pete Rogers Jr. The_Heat 72 145  NA NA 2 3 0 NA
Shane Roller NA 70 155  72.0 Orthodox 11 7 0 NA
Jared Rollins J-Roc 69 170  NA Orthodox 8 4 0 NA
Tim Roman NA 73 170  NA NA 2 2 0 NA
Ricardo Romero NA 72 205  76.0 Orthodox 11 3 0 NA
Yoel Romero Soldier_of_God 72 185  73.0 Southpaw 12 1 0 NA
Jesse Ronson The_Body_Snatcher 70 155  70.0 Southpaw 13 5 0 NA
George Roop NA 73 135  72.0 Orthodox 15 13 1 NA
Joao Roque NA 66 155  NA Orthodox 7 2 4 NA
Aaron Rosa NA 76 205  78.0 Orthodox 17 5 0 NA
Charles Rosa Boston_Strong 69 145  69.0 Switch 11 2 0 NA
Jake Rosholt NA 73 185  NA Orthodox 12 3 0 NA
Jared Rosholt NA 74 265  75.0 Orthodox 14 3 0 NA
Kevin Rosier NA 76 275  NA Orthodox 2 6 0 NA
Zach Rosol NA NA 243  NA NA 1 1 0 NA
Nick Rossborough Leatherface 77 205  NA NA 20 15 0 NA
Kristian Rothaermel NA 72 205  NA Open Stance 4 3 0 NA
Ben Rothwell NA 76 265  78.0 Orthodox 36 10 0 NA
Rick Roufus NA 72 207  NA Southpaw 4 6 0 NA
Khalil Rountree The_War_Horse 73 205  74.0 Southpaw 5 2 0 NA
Ronda Rousey Rowdy 67 135  68.0 Orthodox 12 1 0 NA
Ray Routh NA 68 185  NA Orthodox 2 1 0 NA
Roberta Rovel Crusher 68 145  NA NA 4 1 0 NA
Kain Royer NA NA 185  NA NA 2 2 0 NA
Brad Royster NA NA 135  NA NA 1 2 0 NA
Mauricio Rua Shogun 73 205  76.0 Orthodox 24 10 0 NA
Murilo Rua Ninja 71 185  NA Orthodox 20 12 1 NA
Marco Ruas King_of_the_Streets 73 210  NA Orthodox 9 4 2 NA
Rodrigo Ruas NA 70 185  NA Orthodox 4 5 1 NA
Rodolfo Rubio Fito 65 145  66.0 Orthodox 12 8 0 NA
Gabe Ruediger Godzilla 70 155  NA Orthodox 17 7 0 NA
Eddie Ruiz NA 67 155  NA Orthodox 1 1 0 NA
Anthony Ruiz El_Toro 74 205  NA Orthodox 27 16 0 NA
Paul Ruiz NA 66 135  NA NA 6 2 0 NA
Mike Russow NA 73 255  73.0 Orthodox 15 3 0 NA
Bas Rutten El_Guapo 73 205  NA Orthodox 28 4 1 NA
Casey Ryan NA NA 185  NA NA 3 1 0 NA
NA NA NA NA NA NA NA NA NA NA NA
Yusup Saadulaev Maestro 66 135  NA NA 8 1 1 NA
Pete Sabala NA NA 135  NA NA 3 13 0 NA
Amir Sadollah NA 70 170  74.0 Orthodox 7 5 0 NA
Frankie Saenz NA 66 135  66.0 Orthodox 11 4 0 NA
Saparbeg Safarov NA 73 205  78.0 Orthodox 8 1 0 NA
Tarec Saffiedine Sponge 70 170  70.0 Switch 16 5 0 NA
Jason Saggo NA 71 155  71.0 Orthodox 12 3 0 NA
Ovince Saint Preux NA 75 205  80.0 Southpaw 19 9 0 NA
Lukasz Sajewski Wookie 68 155  71.0 Orthodox 13 3 0 NA
Yukio Sakaguchi NA 69 185  NA Orthodox 6 6 0 NA
Augusto Sakai NA 75 255  NA NA 9 0 0 NA
Alessio Sakara Legionarius 72 185  72.0 Orthodox 19 11 0 NA
Wataru Sakata NA 69 195  NA Southpaw 11 13 0 NA
Kazushi Sakuraba The_Gracie_Hunter 72 185  NA Southpaw 26 16 1 NA
Hayato Sakurai Mach 67 168  NA Orthodox 36 12 2 NA
Ryuta Sakurai NA 67 183  NA Orthodox 22 16 6 NA
Justin Salas J-Bomb 68 155  70.0 Southpaw 12 7 0 NA
Ivan Salaverry NA 72 185  NA Orthodox 13 8 0 NA
Roman Salazar El_Gallito 67 135  67.0 Orthodox 9 4 0 NA
John Salgado Greco 70 170  NA NA 4 7 1 NA
Gabriel Salinas-Jones NA 73 245  NA NA 5 2 1 NA
Brandon Saling White_Steel 70 170  NA NA 8 6 0 NA
Sean Salmon NA 70 185  NA Southpaw 18 17 0 NA
John Salter NA 73 185  74.0 Southpaw 8 2 0 NA
Josh Samman Anqa 75 185  79.0 Orthodox 12 5 0 NA
Johnny Sampaio NA 68 170  NA Orthodox 3 1 0 NA
Joshua Sampo The_Gremlin 64 125  64.0 Orthodox 11 5 0 NA
Josh San Diego JSD 70 135  NA NA 5 1 0 NA
Diego Sanchez Nightmare 70 155  72.0 Southpaw 29 9 0 NA
Eddie Sanchez The_Manic_Hispanic 74 230  74.0 Orthodox 13 5 0 NA
Julian Sanchez NA 75 300  NA Orthodox 0 1 0 NA
Bobby Sanchez The_Kid 67 155  NA Orthodox 6 17 0 NA
Donald Sanchez NA 70 145  NA NA 29 13 0 NA
Joby Sanchez NA 66 125  68.0 Orthodox 7 2 0 NA
Emmanuel Sanchez El_Matador 69 145  71.0 NA 13 2 0 NA
Erick Sanchez NA 70 145  NA NA 6 2 0 NA
Andrew Sanchez El_Dirte 73 205  73.0 Orthodox 10 2 0 NA
Jesse Sanders NA 72 170  NA Orthodox 22 6 0 NA
Luke Sanders Cool_Hand 66 145  67.0 Southpaw 11 0 0 NA
Jerrod Sanders J-Reazie 68 135  72.0 Orthodox 15 3 0 NA
Hugo Sandoval NA NA 135  NA NA 2 2 0 NA
Raul Sandoval NA NA 130  NA NA 3 3 0 NA
Joseph Sandoval NA 67 135  NA Southpaw 6 2 0 NA
Hector Sandoval Kid_Alex 62 125  64.0 Orthodox 13 3 0 NA
Chris Sanford NA 71 185  NA Orthodox 5 1 0 NA
Roldan Sangcha-an The_Executioner 64 125  65.0 Orthodox 4 2 0 NA
Yuhi Sano NA 71 243  NA Orthodox 0 4 0 NA
Jonathan Santa Maria NA 69 125  NA NA 3 1 0 NA
Sean Santella Shorty_Rock 65 125  NA NA 15 5 1 NA
Jorge Santiago The_Sandman 73 170  74.0 Orthodox 25 11 0 NA
Jose Santibanez NA NA 155  NA NA 10 3 0 NA
Art Santore Pachuco 74 185  NA NA 18 8 0 NA
Adriano Santos NA NA NA NA NA 0 1 0 NA
Paulo Santos NA NA NA NA NA 0 3 0 NA
Evangelista Santos Cyborg 70 170  76.0 Orthodox 18 15 0 NA
Luis Santos NA 73 170  NA Southpaw 50 7 1 NA
Iliarde Santos NA 65 125  66.0 Orthodox 27 9 1 NA
Leonardo Santos Nenhum 72 155  75.0 Orthodox 16 4 1 NA
Thiago Santos Marreta 72 185  76.0 Orthodox 13 5 0 NA
Bruno Santos Carioca 69 185  69.0 Orthodox 14 2 0 NA
Andre Santos Chatuba 72 170  NA NA 38 10 0 NA
Gleristone Santos Toninho_Furia 69 145  NA NA 27 5 0 NA
Nick Sanzo NA 69 190  NA NA 1 1 0 NA
Bob Sapp The_Beast 77 350  NA Orthodox 11 8 0 NA
Daniel Sarafian NA 69 185  73.0 Orthodox 10 6 0 NA
Diego Saraiva The_Octopus 66 155  NA Orthodox 21 16 1 NA
Harris Sarmiento The_Hitman 69 155  NA Orthodox 33 23 0 NA
Alexander Sarnavskiy Tiger 71 155  NA NA 30 3 0 NA
Yuki Sasaki NA 74 185  NA Orthodox 22 19 1 NA
Kyosuke Sasaki NA 67 183  NA Southpaw 3 7 4 NA
Ulka Sasaki Ulka 70 135  71.0 Southpaw 19 3 2 NA
Paul Sass NA 72 155  73.0 Orthodox 13 2 0 NA
Masaaki Satake NA 73 220  NA Orthodox 1 8 1 NA
Takenori Sato NA 70 170  71.0 Southpaw 17 10 7 NA
Jeimeson Saudino The_Minion 66 135  NA NA 8 5 0 NA
Tom Sauer NA 73 263  NA NA 24 12 0 NA
Townsend Saunders NA 65 170  NA Orthodox 0 2 0 NA
Ben Saunders Killa_B 74 170  77.0 Orthodox 19 7 2 NA
Chad W. Saunders NA 70 170  NA Orthodox 7 2 0 NA
Chris Saunders The_So_Cal_Kid 68 155  NA NA 9 3 0 NA
Lumumba Sayers NA 72 185  NA NA 4 3 0 NA
Mark Scanlon NA 69 170  NA Orthodox 7 2 0 NA
Eric Schafer Red 75 185  75.0 Orthodox 14 7 2 NA
Kerry Schall Meat_Truck 74 265  NA Orthodox 23 12 0 NA
Eric Schambari NA 71 185  NA Orthodox 15 4 0 NA
Brendan Schaub Big_Brown 76 245  78.0 Orthodox 11 5 0 NA
Antonio Schembri Nino 69 205  NA Orthodox 5 5 0 NA
Fabiano Scherner Pegaleve 75 257  NA Orthodox 8 8 0 NA
Samy Schiavo NA 68 155  NA Orthodox 10 6 0 NA
Pat Schilling Thrilling 68 145  69.0 Orthodox 5 2 0 NA
Joe Schilling NA 75 185  NA NA 2 5 0 NA
Semmy Schilt Hightower 82 265  NA Orthodox 26 14 1 NA
Adam Schindler NA 68 155  NA NA 9 3 0 NA
Daniel Schmitt NA NA 185  NA NA 1 3 0 NA
Colleen Schneider NA NA 135  NA NA 1 3 0 NA
Matt Schnell Danger 68 135  70.0 Orthodox 10 3 0 NA
Alex Schoenauer NA 75 185  NA Orthodox 15 10 0 NA
Darrill Schoonover The_Boss 74 220  NA Orthodox 11 5 0 NA
Bob Schrijber Dirty 72 240  NA Orthodox 20 17 1 NA
Nate Schroeder NA 73 230  NA NA 11 10 0 NA
Lacey Schuckman NA 63 125  NA NA 6 4 0 NA
Mark Schultz NA 69 200  NA Orthodox 1 1 0 NA
Brian Schwartz NA 75 170  NA Orthodox 1 1 0 NA
Eric Schwartz NA NA 205  NA NA 2 0 0 NA
Justin Scoggins Tank 67 135  66.0 Southpaw 11 3 0 NA
Bradley Scott Bear 73 185  76.0 NA 11 4 0 NA
Greg Scott NA 69 145  NA NA 3 4 0 NA
Mike Seal Crazy_Boy 76 185  NA Orthodox 13 14 1 NA
Matt Secor NA 72 170  NA NA 7 2 0 NA
Kenneth Seegrist NA 72 185  NA Orthodox 4 6 0 NA
Neil Seery TwoTap 64 125  64.0 Orthodox 16 12 0 NA
Rony Sefo NA 69 225  NA Orthodox 0 2 0 NA
Ray Sefo Sugarfoot 72 240  NA Orthodox 2 1 0 NA
Brendan Seguin NA 72 185  NA NA 23 17 1 NA
Pete Sell Drago 71 170  75.0 Orthodox 9 5 0 NA
Andrei Semenov NA 72 185  NA Orthodox 30 9 2 NA
Mackens Semerzier Da_Menace 69 145  72.0 Orthodox 8 4 0 NA
Brandon Sene NA 71 205  NA NA 2 2 0 NA
Kim In Seok NA 66 145  NA Orthodox 3 5 0 NA
Ray Seraille NA 75 246  NA NA 8 9 0 NA
Ivan Serati NA 72 205  NA Orthodox 12 4 0 NA
Alex Serdyukov The_Russian_Crusher 74 170  74.0 Orthodox 8 5 0 NA
Nicholas Sergiacomi NA NA 170  NA NA 1 1 0 NA
Matt Serra The_Terra 66 170  68.0 Orthodox 11 7 0 NA
Nick Serra The_Mad_Monkey 69 170  NA Orthodox 7 3 0 NA
Adrian Serrano NA 68 170  NA NA 56 29 4 NA
Fredy Serrano El_Profe 63 125  65.0 Orthodox 3 2 0 NA
Carl Seumanutafa NA 73 255  NA Orthodox 4 3 0 NA
Dan Severn The_Beast 74 250  NA Southpaw 100 18 7 NA
Rosi Sexton The_Surgeon 63 135  63.0 Orthodox 13 4 0 NA
Scott Shaffer NA 67 145  NA Orthodox 0 1 0 NA
Kamal Shalorus Prince_of_Persia 68 155  68.0 Orthodox 7 3 2 NA
Ken Shamrock The_World's_Most_Dangerous_Man 73 205  72.0 Orthodox 28 16 2 NA
Frank Shamrock NA 70 185  NA Orthodox 22 11 2 NA
Jason Sharp NA NA 205  NA NA 3 2 0 NA
Sean Sherk The_Muscle_Shark 66 155  67.0 Orthodox 36 4 1 NA
Chase Sherman The_Vanilla_Gorilla 76 250  78.0 Orthodox 9 2 0 NA
Valentina Shevchenko Bullet 65 135  67.0 Southpaw 13 2 0 NA
Katsuyori Shibata NA 72 168  NA Orthodox 4 11 1 NA
Jake Shields NA 72 170  72.0 Orthodox 29 7 1 NA
Shunichi Shimizu Rolling_Star 65 135  66.0 Orthodox 28 9 10 NA
Wade Shipp The_Nightmare 75 245  NA Orthodox 10 5 0 NA
Raja Shippen NA 66 145  NA NA 14 9 0 NA
Yuya Shirai NA 68 168  NA Orthodox 21 10 1 NA
Wes Shivers NA 80 NA NA NA 8 1 0 NA
Alexander Shlemenko Storm 71 185  NA NA 51 9 0 NA
Josh Shockley NA 73 155  74.0 Orthodox 11 4 0 NA
Josh Shockman The_War_Hammer 76 235  NA Southpaw 5 3 0 NA
Akira Shoji NA 68 195  NA Orthodox 14 17 5 NA
Landon Showalter The_Show 72 185  NA NA 11 19 1 NA
Brandon Shuey Big_Dawg 67 155  NA Orthodox 7 6 0 NA
Sam Sicilia NA 68 145  67.0 Orthodox 15 7 0 NA
Kiril Sidelnikov NA 71 230  NA NA 7 4 0 NA
Steven Siler Super 71 145  70.0 Orthodox 23 13 0 NA
Siala Siliga Mighty_Mo 73 290  NA Orthodox 3 2 0 NA
Xavier Siller Young_Guns 65 125  NA NA 5 4 0 NA
Assuerio Silva NA 70 241  NA Orthodox 15 8 0 NA
Anderson Silva The_Spider 74 185  77.0 Southpaw 33 8 0 NA
Wanderlei Silva The_Axe_Murderer 71 205  74.0 Orthodox 35 12 1 NA
Thiago Silva NA 74 205  74.0 Orthodox 16 3 0 NA
Paulo Cesar Silva Giant 89 385  NA Orthodox 2 6 0 NA
Jean Silva White_Bear 66 160  NA Orthodox 18 11 3 NA
Edson Silva Paredao NA 205  NA Orthodox 7 8 0 NA
Sidney Silva NA 75 170  NA Southpaw 8 4 0 NA
Jay Silva NA 74 185  NA Southpaw 7 5 0 NA
Antonio Silva Bigfoot 76 264  80.0 Orthodox 19 10 1 NA
Fabio Silva NA 71 205  NA Orthodox 11 5 0 NA
Erick Silva The_Tiger 72 170  74.0 Orthodox 19 7 0 NA
Leandro Silva Buscape 69 155  72.0 Orthodox 19 4 1 NA
Wagner Silva Wagnao 72 170  71.0 Orthodox 3 3 0 NA
Rafael Silva Morcego 67 135  NA NA 22 5 0 NA
Joaquim Silva Netto_BJJ 68 155  69.0 NA 9 1 0 NA
Felipe Silva NA 72 155  77.0 Orthodox 8 0 0 NA
Douglas Silva de Andrade D_Silva 67 135  68.0 Orthodox 24 1 0 NA
Marcus Silveira Conan 75 242  NA Orthodox 6 4 0 NA
Elias Silverio Xuxu 71 155  73.0 Orthodox 11 2 0 NA
Aaron Simpson A-Train 72 170  73.0 Orthodox 11 4 0 NA
Wes Sims The_Project 82 260  NA Orthodox 22 13 1 NA
Marlon Sims NA NA 170  NA NA 3 4 0 NA
Tony Sims NA 71 155  70.0 Southpaw 12 4 0 NA
Lodune Sincaid NA 69 185  NA Orthodox 15 9 0 NA
Rob Sinclair NA 68 155  NA NA 12 3 0 NA
Rory Singer Outburst 74 185  77.0 Orthodox 11 9 0 NA
Elvis Sinosic The_King_of_Rock_n'_Rumble 75 205  77.0 Orthodox 7 11 2 NA
AJ Siscoe Let's_Go 67 135  NA NA 0 2 0 NA
Yokthai Sithoar NA 67 143  NA NA 0 1 0 NA
Jeri Sitzes NA 65 125  NA NA 3 1 0 NA
Dennis Siver NA 66 145  70.0 Orthodox 22 11 0 NA
Chas Skelly The_Scrapper 71 145  72.0 Orthodox 16 2 0 NA
Matt Skelton NA 75 265  NA Orthodox 0 1 0 NA
Zach Skinner NA 66 145  NA Orthodox 6 8 0 NA
Brian Sleeman NA 68 185  NA NA 9 9 1 NA
Joe Slick NA 72 199  NA Orthodox 16 5 3 NA
Ray Sloan NA 73 205  NA NA 8 1 0 NA
Kestutis Smirnovas NA 70 200  NA Orthodox 22 8 1 NA
Maurice Smith NA 74 221  NA Orthodox 12 13 0 NA
Patrick Smith NA 74 225  NA Orthodox 20 15 0 NA
Scott Smith Hands_of_Steel 72 185  70.0 Orthodox 17 9 0 NA
Eric Smith NA NA NA NA Southpaw 1 1 0 NA
Josh Smith NA 72 155  NA Orthodox 6 5 0 NA
David Smith NA NA 155  NA NA 5 1 0 NA
Adam Smith NA NA NA NA NA 0 2 0 NA
Dillon Smith NA 72 170  NA NA 0 0 0 NA
Trevor Smith Hot_Sauce 75 185  75.0 Orthodox 14 7 0 NA
Anthony Smith Lionheart 76 185  77.0 NA 26 12 0 NA
Colton Smith NA 72 155  71.0 Orthodox 6 4 0 NA
Gilbert Smith NA 69 185  75.0 Southpaw 5 2 0 NA
Leslie Smith The_Peacemaker 69 135  66.0 Orthodox 9 7 1 NA
Walter Smith-Cotito NA 68 135  NA NA 3 4 0 NA
Justin Smitley NA NA 145  NA NA 10 7 1 NA
Dmitrii Smoliakov The_Lifeguard 74 253  74.0 Switch 8 1 0 NA
Louis Smolka Da_Last_Samurai 69 125  68.0 Orthodox 11 2 0 NA
Denis Sobolev NA 75 216  NA Orthodox 4 7 0 NA
Peter Sobotta NA 72 170  75.0 Southpaw 16 5 1 NA
Renato Sobral Babalu 73 205  75.0 Orthodox 36 9 0 NA
Rameau Thierry Sokoudjou The_African_Assassin 70 205  78.0 Orthodox 12 10 0 NA
Joe Son NA 64 236  NA Orthodox 0 4 0 NA
Paul Song NA NA 185  NA NA 2 1 0 NA
Chael Sonnen NA 73 205  74.0 Southpaw 29 14 1 NA
Cody Sons NA 69 205  NA NA 0 2 0 NA
Emiliano Sordi He-Man 74 185  NA NA 13 5 0 NA
Sean Soriano NA 69 145  70.0 Orthodox 8 3 0 NA
Dmitry Sosnovskiy Wicked_Machine 75 240  NA NA 10 0 0 NA
Krzysztof Soszynski The_Polish_Experiment 73 205  77.0 Open Stance 26 12 1 NA
George Sotiropoulos NA 70 155  71.0 Orthodox 14 6 0 NA
Greg Soto NA 71 170  73.0 Orthodox 8 2 0 NA
Alex Soto Extremo 68 135  71.0 Southpaw 6 2 1 NA
Joe Soto One_Bad_Mofo 66 135  65.0 Orthodox 17 5 0 NA
Mario Soto Dr._Mario 72 145  NA NA 6 2 0 NA
Bobby Southworth NA 74 205  NA Orthodox 10 6 0 NA
Jacare Souza Jacare 73 185  72.0 Orthodox 23 4 0 NA
Kevin Souza Kevin 72 145  74.0 Orthodox 19 4 0 NA
Charon Spain NA 69 155  NA NA 6 7 0 NA
Chris Spang The_Kiss 74 170  NA Orthodox 5 2 0 NA
Andreas Spang Sweet_Swede 73 185  NA NA 6 1 0 NA
Ron Sparks The_Monster 77 265  NA NA 8 1 0 NA
Tommy Speer NA 70 170  71.0 Orthodox 19 5 0 NA
Patrick Speight NA 73 170  NA Orthodox 7 3 0 NA
Sean Spencer Black_Magic 70 170  75.0 NA 12 6 0 NA
Sam Spengler The_Ram 71 185  NA Orthodox 4 2 0 NA
Nick Sperling NA NA 135  NA NA 3 3 0 NA
Mario Sperry Zen_Machine 74 205  NA Orthodox 13 4 0 NA
Eric Spicely Zebrinha 73 185  73.0 Orthodox 9 2 0 NA
Waachiim Spiritwolf Native_Warrior 68 170  NA NA 9 8 1 NA
Daniel Spohn Dragon 76 205  76.0 NA 8 5 0 NA
Pete Spratt The_Secret_Weapon 69 170  NA Orthodox 23 21 0 NA
Georges St-Pierre Rush 71 170  76.0 Orthodox 25 2 0 NA
Bobby Stack NA 69 155  NA Orthodox 8 2 0 NA
Andreas Stahl Real_Steel 71 170  73.0 Orthodox 9 2 0 NA
Ron Stallings The_Choir_Boy 74 170  75.0 Southpaw 13 8 0 NA
Cristina Stanciu Barbie 63 115  64.0 Orthodox 5 2 0 NA
Brian Stann All_American 73 205  74.0 Orthodox 12 6 0 NA
Josh Stansbury The_Sandman 74 205  74.0 NA 8 4 0 NA
Dion Staring Soldier 73 235  NA Orthodox 24 8 0 NA
Lucas Stark NA NA 155  NA NA 2 5 0 NA
Clifford Starks NA 72 185  77.0 Orthodox 8 2 0 NA
Kalib Starnes NA 75 185  74.0 Orthodox 12 7 1 NA
Damian Stasiak Webster 65 135  70.0 Orthodox 10 3 0 NA
Adam Steele NA NA 170  NA NA 0 1 0 NA
Dominique Steele Non-Stop_Action-Packed 70 170  74.0 Orthodox 14 8 0 NA
Eric Steenberg NA NA 155  NA NA 5 1 0 NA
Steve Steinbeiss The_Hooligan 75 185  75.0 Orthodox 7 4 0 NA
Ray Steinbeiss Ipswitch_Cobra 71 170  NA Orthodox 14 7 0 NA
Dmitri Stepanov NA 75 217  NA Orthodox 0 1 0 NA
Jeremy Stephens Lil'_Heathen 68 145  71.0 Orthodox 25 13 0 NA
Aljamain Sterling Funk_Master 67 135  71.0 Orthodox 12 1 0 NA
Marc Stevens NA 69 155  NA NA 14 6 0 NA
Joe Stevenson Daddy 67 145  70.0 Orthodox 31 14 0 NA
Josh Stewart NA 69 160  NA NA 0 3 0 NA
Luke Stewart NA 71 170  NA Orthodox 6 3 0 NA
Darren Stewart The_Dentist 72 205  74.0 Orthodox 7 0 0 NA
Alex Stiebling The_Brazilian_Killa 74 205  NA Southpaw 18 11 1 NA
Tyler Stinson The_Evolution 75 170  NA NA 22 8 0 NA
Dan Stittgen The_Anvil 73 170  NA Orthodox 7 3 0 NA
Denis Stojnic NA 72 245  NA Orthodox 9 3 0 NA
Ken Stone NA 68 135  71.0 NA 11 4 0 NA
Ryan Stonitsch NA 69 170  NA Southpaw 8 1 0 NA
George Stork NA 70 185  NA NA 6 4 0 NA
Rick Story The_Horror 69 170  71.0 Southpaw 19 9 0 NA
Greg Stott Ranger 67 220  NA Southpaw 0 1 0 NA
Curtis Stout NA 73 185  NA Southpaw 11 12 1 NA
Sam Stout Hands_of_Stone 69 155  70.0 Orthodox 21 12 1 NA
Tim Stout NA 71 185  NA NA 12 10 0 NA
Gennaro Strangis NA NA NA NA NA 0 1 0 NA
Dave Strasser NA 70 170  NA Orthodox 25 8 4 NA
Daniel Straus NA 67 145  71.0 NA 24 6 0 NA
Gerald Strebendt The_Finishing_Machine 69 155  NA Orthodox 9 7 0 NA
Sean Strickland Tarzan 73 170  76.0 Orthodox 18 1 0 NA
Hans Stringer NA 75 205  73.0 Orthodox 22 7 3 NA
Stefan Struve Skyscraper 83 265  84.0 Orthodox 32 8 0 NA
Mike Stumpf NA 70 170  71.0 NA 11 4 0 NA
Kyle Sturgeon NA 75 225  NA Switch 0 1 0 NA
Tatiana Suarez NA 65 115  67.0 NA 5 0 0 NA
Masanori Suda NA 69 183  NA Orthodox 22 11 3 NA
Genki Sudo Neo-Samurai 69 155  NA Orthodox 15 4 2 NA
Daisuke Sugie Amazon 66 160  NA Orthodox 10 8 1 NA
Takashi Sugiura NA 71 225  NA Southpaw 1 3 0 NA
Naho Sugiyuma Sugi_Rock 61 105  NA NA 10 4 0 NA
George Sullivan The_Silencer 72 170  73.0 Orthodox 17 5 0 NA
Amar Suloev NA 69 183  NA Orthodox 24 7 0 NA
Magomed Sultanakhmedov NA 74 185  NA Southpaw 16 5 0 NA
Aji Susilo NA 70 155  NA NA 6 4 0 NA
Jason Suttie Nobunaga 72 210  NA Orthodox 0 1 0 NA
Joel Sutton NA 71 205  NA Orthodox 2 4 1 NA
Chad Sutton NA 73 185  NA NA 2 2 0 NA
Martin Svensson Big_Swede 73 155  72.0 NA 14 6 0 NA
Cub Swanson NA 68 145  70.0 Orthodox 24 7 0 NA
